iter	Logloss	Accuracy
555	0.3480631723	0.8717660292
556	0.3479803929	0.8717660292
557	0.3478446533	0.8717660292
558	0.3477698845	0.8717660292
559	0.3476548142	0.8728908886
560	0.3474015327	0.8728908886
561	0.3471451938	0.8728908886
562	0.3468022797	0.8728908886
563	0.3466089276	0.8728908886
564	0.3465927915	0.8728908886
565	0.346308685	0.8728908886
566	0.3462622329	0.8728908886
567	0.3460695564	0.8728908886
568	0.3458483425	0.8728908886
569	0.3458075296	0.8728908886
570	0.3457507891	0.8728908886
571	0.3455830324	0.8728908886
572	0.3453777083	0.8728908886
573	0.3452624407	0.8728908886
574	0.3450902715	0.8728908886
575	0.3449568458	0.8728908886
576	0.3449388476	0.8728908886
577	0.3448818415	0.8728908886
578	0.3448741855	0.8728908886
579	0.3447267109	0.874015748
580	0.3445873943	0.874015748
581	0.3445187086	0.874015748
582	0.3443187795	0.874015748
583	0.3442396034	0.874015748
584	0.3441279764	0.874015748
585	0.3440633433	0.874015748
586	0.343966395	0.8751406074
587	0.3439642314	0.8751406074
588	0.3438717119	0.8751406074
589	0.3437571211	0.8751406074
590	0.3435985446	0.8751406074
591	0.3435192576	0.8751406074
592	0.3432532035	0.8751406074
593	0.3432338642	0.8751406074
594	0.3432123489	0.8751406074
595	0.3431638906	0.8751406074
596	0.3431275593	0.8751406074
597	0.342835413	0.8751406074
598	0.3427562007	0.8751406074
599	0.3427053144	0.8751406074
600	0.342602509	0.8751406074
601	0.3426024943	0.8751406074
602	0.3424945959	0.8751406074
603	0.3424010762	0.8751406074
604	0.3422111032	0.8751406074
605	0.3420530933	0.8751406074
606	0.3420530861	0.8751406074
607	0.3419975421	0.8751406074
608	0.3419795451	0.8751406074
609	0.3417129921	0.8751406074
610	0.3415525007	0.8762654668
611	0.3413664164	0.8762654668
612	0.3411464533	0.8762654668
613	0.3410654733	0.8762654668
614	0.3410431932	0.8762654668
615	0.3408310875	0.8762654668
616	0.340729515	0.8762654668
617	0.340682758	0.8762654668
618	0.3406460025	0.8762654668
619	0.340536488	0.8762654668
620	0.3405327009	0.8762654668
621	0.3403703218	0.8762654668
622	0.3402573846	0.8762654668
623	0.339793892	0.8762654668
624	0.3396297778	0.8762654668
625	0.3394994396	0.8762654668
626	0.3392936051	0.8762654668
627	0.3392191598	0.8762654668
628	0.3391044992	0.8773903262
629	0.3389829449	0.8773903262
630	0.3388441837	0.8773903262
631	0.3387292295	0.8773903262
632	0.3387281327	0.8773903262
633	0.3386476723	0.8773903262
634	0.3384844689	0.8773903262
635	0.338360859	0.8773903262
636	0.3382786269	0.8773903262
637	0.3382357987	0.8773903262
638	0.3381486833	0.8773903262
639	0.3380555913	0.8773903262
640	0.3380264959	0.8773903262
641	0.3380087168	0.8773903262
642	0.337812046	0.8773903262
643	0.3376248839	0.8773903262
644	0.3375110794	0.8773903262
645	0.3374641819	0.8773903262
646	0.3372626583	0.8773903262
647	0.3371076067	0.8773903262
648	0.3370308354	0.8773903262
649	0.3368755136	0.8773903262
650	0.3366985814	0.8773903262
651	0.3365528931	0.8785151856
652	0.3362151255	0.8785151856
653	0.3361936112	0.8773903262
654	0.3361827079	0.8785151856
655	0.3361110619	0.8773903262
656	0.3361050553	0.8773903262
657	0.3360590873	0.8773903262
658	0.3358705265	0.8773903262
659	0.33580871	0.8773903262
660	0.3357505849	0.8773903262
661	0.3357333155	0.8773903262
662	0.3357201408	0.8773903262
663	0.3356997647	0.8773903262
664	0.3356851869	0.8773903262
665	0.3356836304	0.8773903262
666	0.3356686033	0.8773903262
667	0.3356134412	0.8785151856
668	0.3355979921	0.8785151856
669	0.3355421252	0.8785151856
670	0.3355313343	0.8785151856
671	0.335395144	0.8773903262
672	0.3353864442	0.8773903262
673	0.3353545468	0.8773903262
674	0.3353021197	0.8773903262
675	0.3351735191	0.8773903262
676	0.3351389592	0.8773903262
677	0.3350477749	0.8773903262
678	0.3348791947	0.8785151856
679	0.3347994887	0.879640045
680	0.3345768159	0.8785151856
681	0.3344867062	0.879640045
682	0.3344174264	0.8785151856
683	0.3342951588	0.8785151856
684	0.3341158047	0.879640045
685	0.3338583676	0.8785151856
686	0.3338237898	0.8785151856
687	0.333789936	0.8785151856
688	0.3336208557	0.8785151856
689	0.3335162741	0.8785151856
690	0.3333795574	0.8785151856
691	0.3333160304	0.8773903262
692	0.3330896299	0.8773903262
693	0.3330652361	0.8773903262
694	0.3329890395	0.8773903262
695	0.3328296586	0.8785151856
696	0.3327040618	0.879640045
697	0.332621658	0.879640045
698	0.33245408	0.879640045
699	0.3323204224	0.8785151856
700	0.3322024179	0.8785151856
701	0.3321520866	0.8785151856
702	0.3321238911	0.8785151856
703	0.3320193249	0.879640045
704	0.3319324219	0.879640045
705	0.3318824768	0.879640045
706	0.3317316784	0.879640045
707	0.331718698	0.879640045
708	0.3316167917	0.879640045
709	0.3314301137	0.879640045
710	0.3313450113	0.8807649044
711	0.3312647829	0.8807649044
712	0.3311449745	0.8818897638
713	0.3310787069	0.8818897638
714	0.3310300818	0.8818897638
715	0.3310158483	0.8818897638
716	0.3309078958	0.8818897638
717	0.3308858704	0.8830146232
718	0.3308579773	0.8818897638
719	0.3307892271	0.8818897638
720	0.3307573585	0.8818897638
721	0.3307443989	0.8818897638
722	0.3303738007	0.8830146232
723	0.3302081987	0.8830146232
724	0.3301418902	0.8830146232
725	0.3300399288	0.8830146232
726	0.3298169906	0.8830146232
727	0.3295990567	0.885264342
728	0.3293323727	0.885264342
729	0.3291062717	0.885264342
730	0.3289375374	0.885264342
731	0.3288549932	0.885264342
732	0.3287925996	0.885264342
733	0.3286973572	0.885264342
734	0.3286936079	0.885264342
735	0.328668795	0.885264342
736	0.3285999353	0.885264342
737	0.3284744584	0.885264342
738	0.3282845581	0.885264342
739	0.3282029183	0.885264342
740	0.3280398607	0.885264342
741	0.3280101508	0.885264342
742	0.3279386042	0.885264342
743	0.3279386023	0.885264342
744	0.3278427827	0.885264342
745	0.3276741349	0.885264342
746	0.3275944982	0.885264342
747	0.3273873156	0.885264342
748	0.3273826149	0.885264342
749	0.3273542505	0.885264342
750	0.3272993564	0.885264342
751	0.3272870411	0.885264342
752	0.3272612066	0.885264342
753	0.3272080307	0.885264342
754	0.3271009701	0.885264342
755	0.3269293648	0.885264342
756	0.3268021204	0.885264342
757	0.3267847002	0.885264342
758	0.3266695927	0.885264342
759	0.3266295536	0.885264342
760	0.3265896436	0.885264342
761	0.3263498242	0.885264342
762	0.3263287391	0.885264342
763	0.3262298511	0.885264342
764	0.3261620943	0.885264342
765	0.3260355746	0.885264342
766	0.3259337219	0.8863892013
767	0.325807401	0.8863892013
768	0.325780306	0.8863892013
769	0.3257802955	0.8863892013
770	0.3256617035	0.8863892013
771	0.3255639366	0.8863892013
772	0.3255472437	0.8863892013
773	0.325459623	0.8863892013
774	0.3254364856	0.8863892013
775	0.3253684374	0.8863892013
776	0.3251929314	0.8863892013
777	0.3250914331	0.8863892013
778	0.3249839976	0.8863892013
779	0.3247307615	0.8863892013
780	0.3246419275	0.8863892013
781	0.3244965046	0.8863892013
782	0.3244466092	0.8863892013
783	0.3244229763	0.8863892013
784	0.3244053895	0.8863892013
785	0.3243568352	0.8863892013
786	0.324355805	0.8863892013
787	0.3241085866	0.885264342
788	0.3240835808	0.885264342
789	0.3240421383	0.885264342
790	0.3239057179	0.885264342
791	0.3238765208	0.885264342
792	0.3238122822	0.885264342
793	0.3236646746	0.8841394826
794	0.3235932673	0.8841394826
795	0.3233954302	0.8841394826
796	0.3231980939	0.8841394826
797	0.323162983	0.8841394826
798	0.3231589315	0.8841394826
799	0.3231344095	0.8841394826
800	0.3231052628	0.8841394826
801	0.3230857809	0.8841394826
802	0.3229092351	0.8841394826
803	0.322789073	0.8841394826
804	0.3227506304	0.8841394826
805	0.3226417414	0.8841394826
806	0.3224618922	0.8841394826
807	0.322320295	0.8841394826
808	0.3222378342	0.8841394826
809	0.3221524827	0.8841394826
810	0.3221325325	0.8841394826
811	0.3220361998	0.8841394826
812	0.3219044878	0.8841394826
813	0.321864929	0.8841394826
814	0.3217734287	0.8841394826
815	0.3217214558	0.8841394826
816	0.3217080385	0.8841394826
817	0.3216880551	0.8841394826
818	0.3216109402	0.8830146232
819	0.3216030129	0.8830146232
820	0.321488168	0.8830146232
821	0.3213048594	0.8830146232
822	0.321142479	0.8830146232
823	0.3208992977	0.8830146232
824	0.3207608937	0.8830146232
825	0.3207394107	0.8830146232
826	0.3206503405	0.8830146232
827	0.3204896311	0.8830146232
828	0.3204896214	0.8830146232
829	0.3204020638	0.8830146232
830	0.3202085336	0.8841394826
831	0.3200530705	0.8841394826
832	0.3199556416	0.885264342
833	0.3197884642	0.8841394826
834	0.3197235377	0.8841394826
835	0.3195153354	0.8841394826
836	0.3193180936	0.8841394826
837	0.3193059324	0.8841394826
838	0.3193004162	0.8841394826
839	0.3192870295	0.8841394826
840	0.3192292495	0.8841394826
841	0.3191713055	0.8841394826
842	0.3190073914	0.8841394826
843	0.3187851735	0.8841394826
844	0.318731285	0.8841394826
845	0.3184647581	0.8841394826
846	0.3182315883	0.8841394826
847	0.3181459906	0.8841394826
848	0.3180980072	0.8841394826
849	0.3180135185	0.8841394826
850	0.3179624305	0.8841394826
851	0.3179316917	0.8841394826
852	0.3179231834	0.8841394826
853	0.3178555798	0.8841394826
854	0.3177951147	0.885264342
855	0.3176924828	0.885264342
856	0.3175182072	0.885264342
857	0.3174851872	0.885264342
858	0.3173942994	0.885264342
859	0.317317896	0.885264342
860	0.3172588084	0.885264342
861	0.3171643078	0.885264342
862	0.3171459418	0.885264342
863	0.3171015096	0.885264342
864	0.3170894412	0.8841394826
865	0.3168283153	0.885264342
866	0.3166765912	0.885264342
867	0.3166132402	0.885264342
868	0.3165785007	0.885264342
869	0.3165324134	0.885264342
870	0.316426658	0.885264342
871	0.3163920214	0.8841394826
872	0.3163514969	0.8841394826
873	0.3163286844	0.8841394826
874	0.3162768552	0.8863892013
875	0.3162076483	0.8863892013
876	0.3160935707	0.8863892013
877	0.3160637975	0.885264342
878	0.3158700932	0.885264342
879	0.3156893008	0.885264342
880	0.3154606615	0.8863892013
881	0.3154189882	0.8863892013
882	0.315199463	0.8863892013
883	0.3150984065	0.8863892013
884	0.3148506385	0.8863892013
885	0.3148305961	0.8863892013
886	0.3147303936	0.8863892013
887	0.3146125184	0.8863892013
