iter	Logloss	Accuracy
888	0.314523888	0.8863892013
889	0.3144613595	0.8863892013
890	0.314443055	0.8863892013
891	0.3144237931	0.8863892013
892	0.3141823731	0.8875140607
893	0.3141414813	0.8875140607
894	0.314101189	0.8863892013
895	0.3138180344	0.8863892013
896	0.3136839338	0.8875140607
897	0.3136720343	0.8875140607
898	0.3135132809	0.8863892013
899	0.3133437593	0.8886389201
900	0.3132874757	0.8875140607
901	0.3132671146	0.8875140607
902	0.313107069	0.8875140607
903	0.3128699274	0.8886389201
904	0.3126929225	0.8886389201
905	0.3125503408	0.8897637795
906	0.31250369	0.8897637795
907	0.3123967068	0.8897637795
908	0.312351835	0.8897637795
909	0.3122735991	0.8897637795
910	0.3121794934	0.8897637795
911	0.3121473962	0.8897637795
912	0.3120101888	0.8897637795
913	0.3118029281	0.8897637795
914	0.3117685555	0.8897637795
915	0.3117083988	0.8897637795
916	0.311642646	0.8897637795
917	0.3115682808	0.8897637795
918	0.3115622892	0.8897637795
919	0.3115237765	0.8897637795
920	0.3113518983	0.8897637795
921	0.3112473812	0.8897637795
922	0.3110919505	0.8897637795
923	0.3110286757	0.8897637795
924	0.3110155711	0.8897637795
925	0.3107833939	0.8897637795
926	0.3106869556	0.8897637795
927	0.31058628	0.8897637795
928	0.3104891696	0.8897637795
929	0.310486265	0.8897637795
930	0.3103718616	0.8897637795
931	0.3101872194	0.8897637795
932	0.3099955316	0.8897637795
933	0.3099770077	0.8897637795
934	0.309971795	0.8897637795
935	0.3099507893	0.8897637795
936	0.3097759917	0.8897637795
937	0.3097619418	0.8897637795
938	0.3097337151	0.8897637795
939	0.3094487767	0.8897637795
940	0.3094446061	0.8897637795
941	0.3093780311	0.8897637795
942	0.3092798044	0.8897637795
943	0.3089375377	0.8897637795
944	0.3088846229	0.8897637795
945	0.3088403899	0.8897637795
946	0.3087633285	0.8897637795
947	0.3085694775	0.8897637795
948	0.3084886102	0.8897637795
949	0.3083980866	0.8897637795
950	0.3083796918	0.8897637795
951	0.3082242925	0.8897637795
952	0.3081863617	0.8897637795
953	0.3081402086	0.8897637795
954	0.3080162816	0.8897637795
955	0.3079310535	0.8897637795
956	0.3077609591	0.8897637795
957	0.3076635124	0.8897637795
958	0.3075589761	0.8897637795
959	0.3075292799	0.8897637795
960	0.3072982908	0.8897637795
961	0.307258523	0.8897637795
962	0.3072219088	0.8897637795
963	0.3071469642	0.8897637795
964	0.3070898912	0.8897637795
965	0.3068230223	0.8897637795
966	0.3067468188	0.8897637795
967	0.3066722159	0.8897637795
968	0.3065205626	0.8908886389
969	0.3065161859	0.8908886389
970	0.3065056497	0.8908886389
971	0.3062140086	0.8908886389
972	0.306141715	0.8908886389
973	0.3060834397	0.8908886389
974	0.3060590133	0.8908886389
975	0.3060123143	0.8908886389
976	0.3059510623	0.8908886389
977	0.3059223552	0.8908886389
978	0.3057624348	0.8908886389
979	0.3057440265	0.8908886389
980	0.3057268872	0.8908886389
981	0.3055493798	0.8908886389
982	0.3054616212	0.8908886389
983	0.3054006172	0.8908886389
984	0.3053559288	0.8908886389
985	0.3052900299	0.8908886389
986	0.3052030146	0.8908886389
987	0.3051971881	0.8908886389
988	0.3051685463	0.8908886389
989	0.3051132149	0.8908886389
990	0.3051042908	0.8920134983
991	0.3049224979	0.8931383577
992	0.3048038835	0.8931383577
993	0.3047990819	0.8931383577
994	0.3047576232	0.8931383577
995	0.3047099771	0.8931383577
996	0.3046347132	0.8931383577
997	0.3044994206	0.8931383577
998	0.304453911	0.8931383577
999	0.304404273	0.8931383577
